guba_name,postnums,readnum,replynum,post_id,create_time,author_url,content,title
ST概念吧,25,3981,0,"news,bk0511,641467095",2017-05-12T17:07:29Z,http://iguba.eastmoney.com/1135044722554470,最近2天600112天成好象有小庄活动！,最近2天600112天成好象有小庄活动！
5G概念吧,100,3924,2,"news,bk0714,693147914",2017-08-16T10:29:18Z,http://iguba.eastmoney.com/4821094714101580,五洋通信，电信合作，国家支持，量大从优,五洋通信，电信合作，国家支持 5G 5G
3D打印吧,2,8302,2,"news,bk0619,583393751",2016-12-28T12:05:27Z,http://iguba.eastmoney.com/4949094413812150,买买买,买买买
3D玻璃吧,18,12395,0,"news,bk0881,416054572",2016-06-07T09:27:27Z,http://iguba.eastmoney.com/5840094485976760,第一帖!,第一帖!
财经评论吧,235060,200,1,"news,cjpl,700680475",2010-08-19T16:35:30Z,http://iguba.eastmoney.com/9313013693864916,,海信空调出现质量问题 消费者多次投诉无果
股市实战吧,184301,858569,1651,"news,gssz,562574009",2016-10-26T17:07:36Z,http://iguba.eastmoney.com/5267094396835412,2016年11月~12月及明后年高低点时间表图，抛砖引玉，仅供参考,2016年11月~12月及明后年高低点时间表图
基金动态吧,34199,36731,1,"news,jjdt,191499643",2015-07-31T10:21:07Z,http://iguba.eastmoney.com/8089094346796072,股票风险大，割肉不玩了，改买基金算了。,现在买什么基金好？
基金人语吧,5547,2947,2,"news,jjry,103302302",2010-05-14T10:45:13Z,http://iguba.eastmoney.com/2733111818200962,调查显示，78％私募认为股市下跌与股指期货有关,私募担心二次探底减仓避险 2600点成生线
基金学校吧,6777,4955,1,"news,jjxx,103301600",2010-05-13T11:03:24Z,http://iguba.eastmoney.com/4807111960852332,"市场上的基金越来越多,有人说,选到好的基金,就像接到了飞镖一样难。怎样才能提高接到飞镖的几率?资深基金分析员建议,在“好基金”暂时无法判断的时候,不妨反其道而行之,逆选出“坏基金”并剔出组合,从而大大增加选中“好基金”的几率。比如说,那些连续数年都排名整个行业后1/2或1/4的基金,就未必投资。",不妨先剔除“坏基金”
国债期货吧,42,27974,15,"news,gzqh2,578979812",2016-12-13T22:48:31Z,http://iguba.eastmoney.com/5724212756501672,假如我T1706 买多95.88 1手，如果我不平仓，是不是到期后我要付出958800元换到面值为100万的国债啊，谢谢，在线等,请问一个国债期货的问题
房地产吧,214,8402,3,"news,bk0451,621377678",2017-03-27T09:55:54Z,http://iguba.eastmoney.com/8732134774864896,房子不住人空关要坏掉。,房子不住人空关要坏掉。
新能源吧,8,4244,0,"news,bk0493,631318220",2017-04-20T15:00:58Z,http://iguba.eastmoney.com/5956024610388302,天天跌，也是没谁了,天天跌，也是没谁了
中字头吧,29,6904,6,"news,bk0505,592192556",2017-01-19T23:06:10Z,http://iguba.eastmoney.com/3862084602241104,拉中字头的原因终于找到啦！！！,拉中字头的原因终于找到啦！！！[赞][赞][赞][赞][赞]
锂电池吧,120,11826,31,"news,bk0574,404348719",2016-05-27T11:40:21Z,http://iguba.eastmoney.com/7339094419887376,京城的雾霾...,京城的雾霾... 醇而厚重，得到内蒙古源源不断补充，持久，绵长，不易散。 广东的
迪士尼吧,16,9659,7,"news,bk0540,580082587",2016-12-16T15:34:34Z,http://iguba.eastmoney.com/8446094347531996,呜呜呜,红周一大概率咧，见到3190大幅减仓咧，不到可以持股咧
深成500吧,6,10663,8,"news,bk0568,558219700",2016-10-13T06:36:06Z,http://iguba.eastmoney.com/4949094413812150,看好持有,看好持有[牛][牛][牛]
云计算吧,66,4918,4,"news,bk0579,627836063",2017-04-12T15:39:53Z,http://iguba.eastmoney.com/5139094294464160,“一叶障目，不见泰山”---写给雄安概念,“一叶障目，不见泰山”---写给雄安概念 一叶障目的是大基建（房产、钢铁、水泥.
触摸屏吧,6,5436,1,"news,bk0583,652071393",2017-06-07T01:18:17Z,http://iguba.eastmoney.com/5941044943044114,哼哼哼！粪土当年万户侯！,哼哼哼！粪土当年万户侯！[傲][傲]
煤化工吧,6,4072,0,"news,bk0492,639395869",2017-05-09T11:19:07Z,http://iguba.eastmoney.com/8253094150275792,煤化工产业今年逆转!,煤化工产业今年逆转!
新材料吧,7,6139,2,"news,bk0523,609351718",2017-02-16T10:34:17Z,http://iguba.eastmoney.com/3335124864858522,建仓期低吸筹码，市值定增价7元协议机构.潜伏翻倍，【【加入自选股600719】】【600719【定增注入大连恒流储能】。【市值潜力7元国资委定增【【加入自选股600719】】【 【收集老庄定增筹码高抛低吸赚差价锁仓。】】 600719,经过
太阳能吧,27,5835,2,"news,bk0588,615962521",2017-03-10T12:24:36Z,http://iguba.eastmoney.com/9930014599225272,2016年对于中国光伏行业和晋能科技来说，都是不平凡的一年。2016年上半年，光伏人经历了历史性的“630抢装潮”；2016年，领跑者基地引入竞价机制，超低电价不断爆出；2016年，光伏上网标杆电价再度调整，光伏补贴坡退机制成定局；同时，2016年，中国超过德国，成为全球光伏装机容量最大的国家；2016年，《巴黎协定》正式生效，应对气候变化，控制碳排放，调整能源结构成为全球所有国家面临的共同问题；2016年，《,2017年光伏业将再一次经历630抢装潮
物联网吧,5,11571,2,"news,bk0554,441053912",2016-07-07T09:47:40Z,http://iguba.eastmoney.com/5714094574091908,垃圾物联网,垃圾物联网
长株潭吧,2,4970,0,"news,bk0593,654022592",2017-06-12T11:24:41Z,http://iguba.eastmoney.com/5396104573437526,,巨力索具明日13号股权登记日，雄安大部分票走势不强，回天，嘉寓股份，华斯股份，太
石墨烯吧,101,8869,2,"news,bk0617,645070332",2017-05-21T23:18:19Z,http://iguba.eastmoney.com/2843094389200840,广西大学可再生能源材料协同创新中心主任,沈培康教授对石墨烯的解释
央视50_吧,13,4127,0,"news,bk0610,632917091",2017-04-24T10:10:42Z,http://iguba.eastmoney.com/3813054821350386,这么多山水集团啊！！！！！！,这么多山水集团啊！！！！！！
京津冀吧,29,5563,1,"news,bk0684,625819858",2017-04-07T14:58:03Z,http://iguba.eastmoney.com/7206013284095112,下周一开启雄安概念股的暴跌行情，有暴涨必有暴跌。,下周一开启雄安概念股的暴跌行情，有暴涨必有暴跌。
大数据吧,75,4527,0,"news,bk0634,630659749",2017-04-19T12:13:45Z,http://iguba.eastmoney.com/7789094915559910,云计算 （cloud computing）是基于互联网的相关服务的增加、使用和交付模式，通常涉及通过互联网来提供动态易扩展且经常是虚拟化的资源。对于云计算的定义可以说是多种多样的，沃云恒飞作为一家致力于打通IT产业链及联盟内的各大企业的业务及项目的研发通道，在云计算网络营销运营、电子商务、云计算、大数据、移动开发等十几个软硬件方面研究颇深，对于云计算沃云恒飞是这样理解的。云是网络、互联网的一种比喻说法。过去在图中往往用云来表示电信网，后来也用来表示互联网和底层基础设施的抽象。因此，云计算甚至可以让你体验每秒10万亿次的运算能力，拥有这么强大的计算能力可以模拟核爆炸、预测气候变化和市场发展趋势。用户通过电脑、笔记本、手机等方式接入数据中心，按自己的需求进行运算。,沃云恒飞带你回忆云计算的历史演进
特斯拉吧,31,8978,2,"news,bk0644,581408990",2016-12-21T12:32:28Z,http://iguba.eastmoney.com/2025094464453400,快来看看我在播什么，跟我一起互动吧！,我在12:32发起了直播，快来看看吧！
小金属吧,28,4386,0,"news,bk0695,633045526",2017-04-24T13:38:37Z,http://iguba.eastmoney.com/1143094079353608,小金属怎么了。,小金属怎么了。
无人机吧,14,11615,5,"news,bk0704,430182404",2016-06-29T19:59:23Z,http://iguba.eastmoney.com/1780134671627070,中科有个好董秘，武帝，互动平台一答问，股票上涨没疑问。,武帝，中科
充电桩吧,21,4801,0,"news,bk0700,637071627",2017-05-04T17:04:05Z,http://iguba.eastmoney.com/6446094373172596,雄安概念从土地基建到环保再到地下管道再到智慧城市再到地热炒了一个遍。唯独充电桩没有动过，今天收盘前这个板块貌似有点反应。河北省十三五规划，2020年河北省要建设充电站1970座，充电桩6.6万个。雄安新区作为标杆会更加超前。,雄安概念从土地基建到环保再到地下管道再到智慧城市再到地热炒了一个遍。唯独充电桩没
中证500吧,6,4918,0,"news,bk0701,655589288",2017-06-15T10:37:47Z,http://iguba.eastmoney.com/3464113668432910,,通裕重工火爆 发射
高送转吧,208,8236,18,"news,bk0723,566211229",2016-11-07T15:29:09Z,http://iguba.eastmoney.com/8446094347531996,呜哇哇,要仔细挑选一下高送转的股票喽
PPP模式吧,33,19648,0,"news,bk0721,248590149",2016-02-01T19:45:36Z,http://iguba.eastmoney.com/8267014050914516,3p模式就是个p,3p模式就是个p
深股通吧,30,11515,0,"news,bk0804,570370882",2016-11-18T21:20:54Z,http://iguba.eastmoney.com/5611272287863352,大家都在期待“深港通”。我来说两句吧。“深港通”“深港通”你千万别“捅个大窟窿”！,大家都在期待“深港通”。我来说两句吧。“深港通”“深港通”你千万别“捅个大窟窿”
钛白粉吧,45,10654,0,"news,bk0805,581958975",2016-12-22T21:32:57Z,http://iguba.eastmoney.com/4949094413812150,心态不扎实 再过硬的技术也不过一副空牌！,心态不扎实 再过硬的技术也不过一副空牌！ ‘不忘初心，方得始终’相信这句话很多人
页岩气吧,8,8810,3,"news,bk0603,586537173",2017-01-09T18:11:28Z,http://iguba.eastmoney.com/4949094413812150,"耐得住时间考验才最真实、能让你赚到大钱的不是你的判断、而是耐心等待的功夫我们所做的事、不超出任何人的能力范围、多做额外的工作、不尽然就能得到与别人不同的结果,时间是杰出（快乐）人的朋友、平庸人（痛苦）的敌人.",耐得住时间考验才最真实、能让你赚到大钱的不是你的判断、而是耐心等待的功夫我们所做
地热能吧,6,7992,2,"news,bk0622,583779742",2016-12-29T12:46:16Z,http://iguba.eastmoney.com/8067034809998886,人啊所以所有的问题都是钱的问题。。。。。。。不容易啊不容易。,人啊所以所有的问题都是钱的问题。。。。。。。不容易啊不容易。[胜利][好困惑][
蓝宝石吧,15,45486,195,"news,bk0674,583041031",2016-12-27T11:08:58Z,http://iguba.eastmoney.com/9683094286743822,果果流水账,果果流水账[微笑][大笑]，在回首别有一翻滋味[想一下][傲]马上十年啦[拜神]
氟化工吧,8,10875,10,"news,bk0690,550020320",2016-09-09T12:07:59Z,http://iguba.eastmoney.com/2247094477528484,,多氟多给氟化工丢脸了
IPO受益吧,5,4649,1,"news,bk0697,625875804",2017-04-07T17:03:18Z,http://iguba.eastmoney.com/9861074909434624,Pre-IPO企业：江苏腾达缸泵机械股份有限公司，定增300万股，6元/股，2017年年报公布后90日内申报IPO。可详情咨询,准IPO企业定增
沪港通吧,9,11381,1,"news,bk0702,551092736",2016-09-13T11:26:59Z,http://iguba.eastmoney.com/5241034609643672,最近港股震荡厉害，上周五刚站稳24000点，今日低开收盘跌了800多点，心塞中……为了就未来走势做一个判断，我们请来七位操盘精英，都是当今股坛最当时得令的业界代表，由他们讲述最新的大市走势，最贴市的投资赢钱技巧，以及最不为人知的内幕信息，确保大家在9月份升市立不败之地。,港股跌得连他娘都不认识了，看看操盘群英怎么说
上证380吧,4,4844,0,"news,bk0705,658622181",2017-06-21T13:57:19Z,http://iguba.eastmoney.com/2462114691499446,割吧 割了，安静了,割吧 割了，安静了
沪股通吧,7,10237,4,"news,bk0707,552925224",2016-09-21T17:33:11Z,http://iguba.eastmoney.com/5337014678687514,沪股通资金流向：,VR手机新产品引关注 近亿资金净流入保千里
工业4.0吧,12,22882,0,"news,bk0810,299498539",2016-03-31T23:20:26Z,http://iguba.eastmoney.com/9699094373019358,有故事了,有故事了
养老金吧,23,1866,0,"news,bk0823,695090958",2017-08-23T09:15:37Z,http://iguba.eastmoney.com/6314094505770322,名字也改了,名字也改了
大飞机吧,32,5521,2,"news,bk0814,637512503",2017-05-05T14:14:53Z,http://iguba.eastmoney.com/3728094450432078,庄家和国家作对,庄家和国家作对
可燃冰吧,30,8374,4,"news,bk0818,652443092",2017-06-07T21:36:06Z,http://iguba.eastmoney.com/5967094936869406,中国地质调查局广州海洋地质调查局局长、天然气水合物试采现场指挥部指挥长叶建良告诉记者，此次试采面临三大难点。一是无经验可循。在2002年加拿大陆域和2013年日本海域天然气水合物试采的地质条件与我国差异极大，无成熟经验可循。二是储层开采难度最大。日本、美国、加拿大、韩国、印度瞄准的天然气水合物试采均为砂质类型，该类型资源占世界资源量5%左右，开采难度是所有类型中最低的。我国试采的泥质粉砂型储层资源量在世界上占比超过90%，是我国主要的储集类型，具有特低孔隙度、特低渗透率等特点，同时深水区浅部地层松软易垮塌，易发生井漏，钻探风险极高，开采难度最大。三是没有专用设备和材料。,中国地质调查局广州海洋地质调查局局长、天然气水合物试采现场指挥部指挥长叶建良告诉
区块链吧,93,13261,1,"news,bk0830,400168957",2016-05-23T20:35:49Z,http://iguba.eastmoney.com/5802014132754444,龙头000616双料即将爆发,龙头000616双料即将爆发
车联网吧,10,12008,0,"news,bk0920,515063358",2016-08-05T10:32:23Z,http://iguba.eastmoney.com/4248094318276304,别联网龙头,别联网龙头皖通科技，金固无非就是消息面刺激必然补跌
深港通吧,56,13557,0,"news,bk0930,525932733",2016-08-11T20:00:33Z,http://iguba.eastmoney.com/8975094338384416,什么时候公布？,什么时候公布？
草甘膦吧,22,13001,1,"news,bk0950,546683954",2016-08-31T09:05:34Z,http://iguba.eastmoney.com/2079094222030668,这是什么鸟板块？,这是什么鸟板块？
壳资源吧,20,12408,0,"news,bk0820,324319667",2016-04-16T00:43:21Z,http://iguba.eastmoney.com/6753074594124936,啥题材都有，我勒个去。,啥题材都有，我勒个去。
债转股吧,25,12116,0,"news,bk0980,559567492",2016-10-18T07:20:45Z,http://iguba.eastmoney.com/2168094378756262,债转股，此概念 必定是今年火爆题材！,债转股，此概念 必定是今年火爆题材！
沪锡吧,163,15230,4,"news,fshfesn,155235608",2015-03-31T10:01:08Z,http://iguba.eastmoney.com/4714094212864422,重大利好！降息！定向降准！利多农产品！重点关注小市值品种;菜粕（RM1511) 最容易反弹！,大利好！降息！定向降准！利多！开菜粕1511多单
(201000)R003,26,12446,0,"news,201000,48392422",2012-02-14T13:55:19Z,http://iguba.eastmoney.com/2050113288689486,有知道内情的？出来爆爆料呀！大家都支持一下！！！,有知道内情的？出来爆爆料呀！大家都支持一下！！！
(201001)R007,63,26018,1,"news,201001,43730968",2011-09-09T16:00:44Z,http://iguba.eastmoney.com/8010113075460172,【记者调查】国务院《社会团体登记管理条例》和民政部《取缔非法民间组织暂行办法》均规定，众泰未经登记，擅自以社团名义进行活动的，属非法民间组织，应予以取缔并没收非法财产。“民政部全国性社会组织查询系统”中没有任何关于“世界杰出华商协会”的登记信息。,中非众泰希望工程事件疑点揭开 世华会境内铁牛活动非法
(201008)R001,21,24996,1,"news,201008,82681118",2013-07-12T10:52:14Z,http://iguba.eastmoney.com/4157023721604336,支持。。。,R001哈哈哈
(201004)R091,16,30294,1,"news,201004,90415286",2013-10-29T19:28:02Z,http://iguba.eastmoney.com/2583111833761926,发贴人IP:123.12.137.*：,20100417发的贴：操盘手盘口数字语言揭密
次新股吧,2599,11617,24,"news,bk0501,618007568",2017-03-16T19:25:42Z,http://iguba.eastmoney.com/5517094365848652,放大量，要小心，快了明天到顶。最迟28日结束。,放大量，要小心，快了明天到顶。最迟28日结束。
(201003)R028,49,23530,1,"news,201003,82681796",2013-07-12T10:56:41Z,http://iguba.eastmoney.com/5559013721604284,支持支持。。,R028哈哈哈
(201009)R002,16,15752,1,"news,201009,117960353",2014-08-11T15:46:41Z,http://iguba.eastmoney.com/5873114045600270,,二线欧债继续走强 因欧洲央行透露宽松预期
(201010)R004,15,28117,1,"news,201010,43731110",2011-09-09T16:06:01Z,http://iguba.eastmoney.com/8010113075460172,对听证会上常露面的众泰“听证专业户”，需要分情况判断。,听证众泰专业户回应质疑称最反感说铁牛自己被收买
(201002)R014,10,25191,1,"news,201002,82681828",2013-07-12T10:56:28Z,http://iguba.eastmoney.com/5560013721604282,支持支持。。,R014哈哈哈
(201005)R182,48,10950,0,"news,201005,156210823",2015-04-04T10:30:48Z,http://iguba.eastmoney.com/5270114121440746,交易编码是客户、从事自营业务的交易会员进行期货交易的专用代码。,股票知识二：投资者如何认识交易编码制度
QFII重仓吧,6,4816,0,"news,bk0535,660306626",2017-06-25T10:36:29Z,http://iguba.eastmoney.com/1474044713496374,加油,加油
新三板吧,5751,11332,30,"news,bk0600,117527407",2014-08-06T13:56:42Z,http://iguba.eastmoney.com/7894013426537614,每个股票都有他发展规律，你觉得没有规律是因为你没有深入理解、没有掌握股票自身规律，才觉得没有规律，谁掌握规律谁赚大钱，顺势力则昌，逆势则亡，做股票是技术活，不是赌场，瞎猜、瞎蒙、瞎买、最后瞎忙，输了钱还浪费生命，技术就是技术，资金是跟市场走，市场是跟基本面走，基本面是跟政策面走，政策面是跟技术走，技术只有我三板宝1能破解，今天华信停盘再次证明我三板宝1的真理是千真万确，是经得起市场检验的！只有我三板宝1一人能破解股票密码、掌握股票发展规律，谁破解密码，谁就掌握市场，谁就能赚大钱！无所不知，无所不能，人脑+电脑、技术+经验、熟练+技巧=发大财，哈哈哈哈又预测准了！,我三板宝1
上证50_吧,346,879,0,"news,bk0611,646844450",2017-05-25T11:23:46Z,http://iguba.eastmoney.com/4787024905936182,上证50全部涨停,上证50全部涨停
上证180_吧,5,6214,0,"news,bk0612,650086694",2017-06-02T09:10:11Z,http://iguba.eastmoney.com/8438094538874240,请问上证180是否把上证50包括在内。,请问上证180是否把上证50包括在内。
贵金属吧,884,11521,5,"news,bk0732,271203466",2016-03-17T00:21:57Z,http://iguba.eastmoney.com/8854094322054232,最近很多投资朋友找到我，希望能学到一些技术，今天就抽出周末时间教大家一些简单的技术指标，KDj，,为什么教你kdj呢？一步一步来
MSCI中国吧,81,4920,1,"news,bk0821,658164833",2017-06-20T17:38:25Z,http://iguba.eastmoney.com/2697034832314726,中国加入没有？就设立这么一个版块，玩儿呢？,中国加入没有？就设立这么一个版块，玩儿呢？
2025规划吧,19,34134,3,"news,bk0713,168250301",2015-05-21T23:45:35Z,http://iguba.eastmoney.com/9578094168986930,开荒贴！,开荒贴！[胜利]
深证100R吧,1,3067,0,"news,bk0743,683815649",2017-07-28T23:35:48Z,http://iguba.eastmoney.com/8373094589912910,这个是啥指数？是漂亮50翻版吗？,这个是啥指数？是漂亮50翻版吗？
沪镍吧,2414,43703,113,"news,fshfeni,396995925",2016-05-20T11:54:32Z,http://iguba.eastmoney.com/1128094401477076,上午我画的沪镍的走势分析图，目前依然有效。换句话说，如果最终能够筑底上攻，就需要大概率以盘中展示的方式走才可以。否则，筑底失败，下破前底，又是一大波空头。,爱期一世沪镍分析专贴持续更新
现货吧,1646,7141,7,"news,xianhuo,104754113",2014-03-14T15:56:52Z,http://iguba.eastmoney.com/8539013748176946,我和几个朋友一直都在凯福德金业的黄金投资平台做黄金投资，收益挺不错的，并且在这两年里我和几个朋友各买了房子，可以这么说，自从在凯福德金业投资黄金后，我们的生活质量是有显著上升的，最让人欣赏的一点凯福德金业的工作人员认真负责，我们一直合作的很愉快。,谈谈凯福德金业出不了金一事的原委
原油吧,20048,9586,50,"news,yuanyou,675971729",2017-07-19T19:04:42Z,http://iguba.eastmoney.com/5345094459084264,操作方法，出先锤子线和倒锤子怎么操作。,大战周三EIA行情，
(202003)RC003,7,5258,5,"news,202003,617302181",2017-03-15T03:27:58Z,http://iguba.eastmoney.com/3802094843772822,只要能赢利就意味着投资成功。,不论长线短线
(202001)RC001,9,53190,8,"news,202001,34915788",2011-03-08T14:24:14Z,http://iguba.eastmoney.com/1832112953770976,请问RC001是怎么玩的，请大侠指教,请问RC001是怎么玩的，请大侠指教
(204002)GC002,45,9619,0,"news,204002,62828077",2013-02-18T13:42:04Z,http://iguba.eastmoney.com/9283513461483944,口,路咯
(204007)GC007,93,12686,1,"news,204007,195583910",2015-08-18T10:03:34Z,http://iguba.eastmoney.com/4688094208476766,想帮程阿姨卖出204007，赚一点小钱，但是海通证券交易软件禁止融券卖出。不能做！没有办法！[点击查看博客原文],海通证券交易软件禁止融券卖出
(202007)RC007,5,2298,1,"news,202007,613489344",2017-03-03T10:17:28Z,http://iguba.eastmoney.com/5669094850296732,没呀,心里那叫一个美
(204003)GC003,56,11350,0,"news,204003,99747445",2014-02-14T12:05:21Z,http://iguba.eastmoney.com/7740013183958636,太低了，不借！情愿放在活期里面,太低了，不借！
(204004)GC004,55,13178,1,"news,204004,105441754",2014-03-24T11:00:33Z,http://iguba.eastmoney.com/1783013330740246,现在搞点204004周五资金可以回来吗,现在搞点204004周五资金可以回来吗
(204014)GC014,25,9857,0,"news,204014,147906319",2015-02-10T13:48:48Z,http://iguba.eastmoney.com/7196014231382308,大家都不要卖在下午2点半的时候 才是最高的点位,大家都不要卖在下午2点半的时候 才是最高的点位
(204028)GC028,18,15099,1,"news,204028,142904600",2015-01-21T10:06:21Z,http://iguba.eastmoney.com/7423013787760350,友谊提示,注意春节期间没有利息
(204182)GC182,13,12395,3,"news,204182,97370844",2014-01-08T23:13:18Z,http://iguba.eastmoney.com/4473111828010650,纯粹的捣蛋鬼！,GR的这样的一根K线把其他K线都给淹没了，看不到以前的行情了
(204091)GC091,10,11831,1,"news,204091,184875721",2015-07-09T14:01:33Z,http://iguba.eastmoney.com/1724111642148290,坚守自己的底线，这一刻不要惊慌。去杠杆化而引发的连锁反应可以得到逐步缓解，在指数的表现上自然往下压低过程中的恐慌局面可以渐渐消退，投资者信心有待逐步恢复。目前当务之急，就是解决股市流动性，要让想卖出的股票可以卖出，形成有效的换手。市场的稳定需要一个过程，时间往往是最好的疗效，任何过激的反应都不容易奏效。在指数的自然演变过程中，我们还是要能够回归到时空自然演化来看待市场变动。根据麦氏理论的分析，打破120日均价下寻求支撑和稳定本是应该，就大盘指数的变动来看，还是符合这一预期发展格局。在短期压力之下，反击压回是一个自然过程，这一变动过程最好的修整方式就是沉淀量整固以稳定指数在合理的支撑区域。依照长周期的走势发展，周K线已经逼近48周均价线处，这里当是在结构上可望产生稳定的区域，而且也是回到年初修整平台区域，在这个位置逐步稳定并用时间来整固修整，应该是较好的整理方式。所以当大盘进一步压低回落至48周均价线区域，可以不必过于惊慌大盘的涨跌，或者一时间的劣势格局。反而我们要认识到这一区域所具备的稳定基础，并在这一条件下整固的反攻预期。这对于许多投资者而言，或许这一刻已经无法能够冷静思考，正确看待股市发展，通常也就难以有效认识市场。对于不同投资者，如果就以本栏而言，应该要继续坚守自己的底线，只要不是融资盘的持仓，应该是可以安心持股，或许回升还需要过程，但稳定当可期。尤其是从周二的盘中表现出的小盘股赚钱效应已经出现，今日早间的接续发力，同样可以激活市场人气，这对市场来说就是极大的转变征兆。稳定的预期可以产生，但大家也要注意防范再波动的风险，在没有有效扭转确立短多涨势之前，一定不要盲目追涨操作，许多投资者的不良毛病还是要能够纠正，认识到这样操作的不足之处。常态变动下，一般低接是比较容易获取收益的。当非常态的恐慌阶段渐渐远离后，大家还是要能够回归常态操作，始终要明白保持一个稳定有效的操作是非常重要的。所以，就算出现了明显的改善和转变现象，但绝非是盲目追涨交易，还是要按部就班，遵循客观的结构特征进行操作。就当前的客观结构来看，显然要想恢复中短期结构的涨势，还需要一些时间，同样要遵循周期性的扭转次序，由小到大，逐级产生压力和阻力，只有在小周期得到扭转确立涨势，再进行较长周期的攻坚。综上所述，操作上大家稳守自己的持股，市场已经进入稳定并酝酿反攻的阶段，赚钱效应的出现将会逐步消退之前的恐慌情绪，流动性的出现就能够激活市场，市场活性就能够起来。大家要能够从这个层面来认识市场，有效提升股市的流动性，基本上就能够解决近期的不良状况。回归常态下的技术性操作，本栏的分析，一路走来，始终如一。（本栏声明：文章内容纯属个人观点及理论论证说明，仅是提供您参考不应该构成投资建议；个股的分析说明不是推荐、点评，也不是建议操作，只是针对麦氏理论的量潮基础进行说明，投资者要自行研判，风险自担。）[点击查看博客原文],【财耕谈】报复性反攻恢复常态交易
